encabezado	informacion
777 	 sp|P57549|LON_BUCAI 	 FunFam 	 1
434 	 sp|P57492|ENO_BUCAI 	 NCBIfam 	 4
434 	 sp|P57492|ENO_BUCAI 	 Gene3D 	 1
434 	 sp|P57492|ENO_BUCAI 	 SFLD 	 1
434 	 sp|P57492|ENO_BUCAI 	 Pfam 	 145
434 	 sp|P57492|ENO_BUCAI 	 SFLD 	 1
434 	 sp|P57492|ENO_BUCAI 	 PANTHER 	 1
453 	 sp|P57366|TRPC_BUCAI 	 FunFam 	 1
453 	 sp|P57366|TRPC_BUCAI 	 Hamap 	 4
453 	 sp|P57366|TRPC_BUCAI 	 Pfam 	 6
453 	 sp|P57366|TRPC_BUCAI 	 SUPERFAMILY 	 258
453 	 sp|P57366|TRPC_BUCAI 	 Pfam 	 258
453 	 sp|P57366|TRPC_BUCAI 	 SUPERFAMILY 	 13
453 	 sp|P57366|TRPC_BUCAI 	 PANTHER 	 4
453 	 sp|P57366|TRPC_BUCAI 	 CDD 	 258
453 	 sp|P57366|TRPC_BUCAI 	 ProSitePatterns 	 51
453 	 sp|P57366|TRPC_BUCAI 	 CDD 	 40
453 	 sp|P57366|TRPC_BUCAI 	 Gene3D 	 260
453 	 sp|P57366|TRPC_BUCAI 	 Gene3D 	 2
453 	 sp|P57366|TRPC_BUCAI 	 Hamap 	 256
133 	 sp|P57183|FLIN_BUCAI 	 MobiDBLite 	 1
133 	 sp|P57183|FLIN_BUCAI 	 SUPERFAMILY 	 52
133 	 sp|P57183|FLIN_BUCAI 	 NCBIfam 	 52
133 	 sp|P57183|FLIN_BUCAI 	 PRINTS 	 86
133 	 sp|P57183|FLIN_BUCAI 	 PRINTS 	 53
133 	 sp|P57183|FLIN_BUCAI 	 PRINTS 	 70
133 	 sp|P57183|FLIN_BUCAI 	 PRINTS 	 99
133 	 sp|P57183|FLIN_BUCAI 	 PANTHER 	 50
133 	 sp|P57183|FLIN_BUCAI 	 Gene3D 	 43
133 	 sp|P57183|FLIN_BUCAI 	 MobiDBLite 	 1
133 	 sp|P57183|FLIN_BUCAI 	 Pfam 	 53
410 	 sp|P57648|Y588_BUCAI 	 PANTHER 	 12
410 	 sp|P57648|Y588_BUCAI 	 ProSitePatterns 	 80
410 	 sp|P57648|Y588_BUCAI 	 SUPERFAMILY 	 17
410 	 sp|P57648|Y588_BUCAI 	 Gene3D 	 17
410 	 sp|P57648|Y588_BUCAI 	 ProSiteProfiles 	 26
410 	 sp|P57648|Y588_BUCAI 	 CDD 	 27
410 	 sp|P57648|Y588_BUCAI 	 Pfam 	 30
410 	 sp|P57648|Y588_BUCAI 	 Gene3D 	 222
675 	 sp|P57172|DNLJ_BUCAI 	 Pfam 	 323
675 	 sp|P57172|DNLJ_BUCAI 	 SMART 	 513
675 	 sp|P57172|DNLJ_BUCAI 	 SMART 	 481
675 	 sp|P57172|DNLJ_BUCAI 	 SMART 	 545
675 	 sp|P57172|DNLJ_BUCAI 	 SMART 	 597
675 	 sp|P57172|DNLJ_BUCAI 	 SUPERFAMILY 	 595
675 	 sp|P57172|DNLJ_BUCAI 	 Gene3D 	 65
675 	 sp|P57172|DNLJ_BUCAI 	 Gene3D 	 1
675 	 sp|P57172|DNLJ_BUCAI 	 NCBIfam 	 11
675 	 sp|P57172|DNLJ_BUCAI 	 Pfam 	 512
675 	 sp|P57172|DNLJ_BUCAI 	 Gene3D 	 392
675 	 sp|P57172|DNLJ_BUCAI 	 SUPERFAMILY 	 3
675 	 sp|P57172|DNLJ_BUCAI 	 ProSiteProfiles 	 595
675 	 sp|P57172|DNLJ_BUCAI 	 SMART 	 3
675 	 sp|P57172|DNLJ_BUCAI 	 SUPERFAMILY 	 319
675 	 sp|P57172|DNLJ_BUCAI 	 FunFam 	 65
675 	 sp|P57172|DNLJ_BUCAI 	 Gene3D 	 319
675 	 sp|P57172|DNLJ_BUCAI 	 Gene3D 	 507
675 	 sp|P57172|DNLJ_BUCAI 	 Pfam 	 598
675 	 sp|P57172|DNLJ_BUCAI 	 Gene3D 	 431
675 	 sp|P57172|DNLJ_BUCAI 	 PIRSF 	 1
675 	 sp|P57172|DNLJ_BUCAI 	 Gene3D 	 596
675 	 sp|P57172|DNLJ_BUCAI 	 ProSitePatterns 	 115
675 	 sp|P57172|DNLJ_BUCAI 	 Pfam 	 4
675 	 sp|P57172|DNLJ_BUCAI 	 CDD 	 6
675 	 sp|P57172|DNLJ_BUCAI 	 ProSitePatterns 	 332
675 	 sp|P57172|DNLJ_BUCAI 	 CDD 	 600
675 	 sp|P57172|DNLJ_BUCAI 	 Hamap 	 2
675 	 sp|P57172|DNLJ_BUCAI 	 SUPERFAMILY 	 404
354 	 sp|P57198|AROC_BUCAI 	 ProSitePatterns 	 124
354 	 sp|P57198|AROC_BUCAI 	 NCBIfam 	 10
354 	 sp|P57198|AROC_BUCAI 	 PIRSF 	 3
354 	 sp|P57198|AROC_BUCAI 	 ProSitePatterns 	 319
354 	 sp|P57198|AROC_BUCAI 	 PANTHER 	 4
354 	 sp|P57198|AROC_BUCAI 	 Hamap 	 10
354 	 sp|P57198|AROC_BUCAI 	 ProSitePatterns 	 16
354 	 sp|P57198|AROC_BUCAI 	 Gene3D 	 1
354 	 sp|P57198|AROC_BUCAI 	 FunFam 	 1
354 	 sp|P57198|AROC_BUCAI 	 CDD 	 12
354 	 sp|P57198|AROC_BUCAI 	 SUPERFAMILY 	 4
354 	 sp|P57198|AROC_BUCAI 	 Pfam 	 10
220 	 sp|P57280|UNG_BUCAI 	 ProSitePatterns 	 54
220 	 sp|P57280|UNG_BUCAI 	 SUPERFAMILY 	 4
220 	 sp|P57280|UNG_BUCAI 	 Gene3D 	 1
220 	 sp|P57280|UNG_BUCAI 	 SMART 	 46
220 	 sp|P57280|UNG_BUCAI 	 SMART 	 46
220 	 sp|P57280|UNG_BUCAI 	 FunFam 	 1
220 	 sp|P57280|UNG_BUCAI 	 NCBIfam 	 4
220 	 sp|P57280|UNG_BUCAI 	 CDD 	 17
220 	 sp|P57280|UNG_BUCAI 	 Hamap 	 2
220 	 sp|P57280|UNG_BUCAI 	 PANTHER 	 4
220 	 sp|P57280|UNG_BUCAI 	 Pfam 	 52
215 	 sp|P57167|RIBB_BUCAI 	 PANTHER 	 14
215 	 sp|P57167|RIBB_BUCAI 	 SUPERFAMILY 	 7
215 	 sp|P57167|RIBB_BUCAI 	 FunFam 	 3
215 	 sp|P57167|RIBB_BUCAI 	 NCBIfam 	 13
215 	 sp|P57167|RIBB_BUCAI 	 Hamap 	 11
215 	 sp|P57167|RIBB_BUCAI 	 Gene3D 	 1
215 	 sp|P57167|RIBB_BUCAI 	 Pfam 	 18
600 	 sp|P57254|NUOCD_BUCAI 	 NCBIfam 	 215
600 	 sp|P57254|NUOCD_BUCAI 	 ProSitePatterns 	 252
600 	 sp|P57254|NUOCD_BUCAI 	 PANTHER 	 204
600 	 sp|P57254|NUOCD_BUCAI 	 NCBIfam 	 50
600 	 sp|P57254|NUOCD_BUCAI 	 Hamap 	 16
600 	 sp|P57254|NUOCD_BUCAI 	 FunFam 	 215
600 	 sp|P57254|NUOCD_BUCAI 	 Pfam 	 50
600 	 sp|P57254|NUOCD_BUCAI 	 Gene3D 	 7
600 	 sp|P57254|NUOCD_BUCAI 	 Pfam 	 329
600 	 sp|P57254|NUOCD_BUCAI 	 Hamap 	 209
600 	 sp|P57254|NUOCD_BUCAI 	 Gene3D 	 215
600 	 sp|P57254|NUOCD_BUCAI 	 SUPERFAMILY 	 25
600 	 sp|P57254|NUOCD_BUCAI 	 SUPERFAMILY 	 225
314 	 sp|P57347|LEP_BUCAI 	 Gene3D 	 152
314 	 sp|P57347|LEP_BUCAI 	 PRINTS 	 254
314 	 sp|P57347|LEP_BUCAI 	 PRINTS 	 77
314 	 sp|P57347|LEP_BUCAI 	 PRINTS 	 141
314 	 sp|P57347|LEP_BUCAI 	 Pfam 	 60
314 	 sp|P57347|LEP_BUCAI 	 CDD 	 80
314 	 sp|P57347|LEP_BUCAI 	 PANTHER 	 39
314 	 sp|P57347|LEP_BUCAI 	 SUPERFAMILY 	 75
314 	 sp|P57347|LEP_BUCAI 	 ProSitePatterns 	 86
314 	 sp|P57347|LEP_BUCAI 	 ProSitePatterns 	 143
314 	 sp|P57347|LEP_BUCAI 	 Coils 	 34
314 	 sp|P57347|LEP_BUCAI 	 NCBIfam 	 62
314 	 sp|P57347|LEP_BUCAI 	 Gene3D 	 73
314 	 sp|P57347|LEP_BUCAI 	 ProSitePatterns 	 259
314 	 sp|P57564|FMT_BUCAI 	 SUPERFAMILY 	 1
314 	 sp|P57564|FMT_BUCAI 	 NCBIfam 	 4
314 	 sp|P57564|FMT_BUCAI 	 CDD 	 4
314 	 sp|P57564|FMT_BUCAI 	 Hamap 	 4
314 	 sp|P57564|FMT_BUCAI 	 Pfam 	 206
314 	 sp|P57564|FMT_BUCAI 	 PANTHER 	 2
314 	 sp|P57564|FMT_BUCAI 	 SUPERFAMILY 	 207
314 	 sp|P57564|FMT_BUCAI 	 CDD 	 211
314 	 sp|P57564|FMT_BUCAI 	 Gene3D 	 1
314 	 sp|P57564|FMT_BUCAI 	 Pfam 	 5
314 	 sp|P57564|FMT_BUCAI 	 Gene3D 	 209
208 	 sp|P57547|CLPP_BUCAI 	 Pfam 	 26
208 	 sp|P57547|CLPP_BUCAI 	 NCBIfam 	 16
208 	 sp|P57547|CLPP_BUCAI 	 PANTHER 	 12
208 	 sp|P57547|CLPP_BUCAI 	 SUPERFAMILY 	 24
208 	 sp|P57547|CLPP_BUCAI 	 ProSitePatterns 	 104
208 	 sp|P57547|CLPP_BUCAI 	 Hamap 	 17
208 	 sp|P57547|CLPP_BUCAI 	 ProSitePatterns 	 126
208 	 sp|P57547|CLPP_BUCAI 	 CDD 	 33
208 	 sp|P57547|CLPP_BUCAI 	 PRINTS 	 125
208 	 sp|P57547|CLPP_BUCAI 	 PRINTS 	 73
208 	 sp|P57547|CLPP_BUCAI 	 PRINTS 	 33
208 	 sp|P57547|CLPP_BUCAI 	 PRINTS 	 104
208 	 sp|P57547|CLPP_BUCAI 	 PRINTS 	 182
208 	 sp|P57547|CLPP_BUCAI 	 Gene3D 	 4
208 	 sp|P57547|CLPP_BUCAI 	 FunFam 	 16
150 	 sp|P57625|RL9_BUCAI 	 ProSitePatterns 	 13
150 	 sp|P57625|RL9_BUCAI 	 PANTHER 	 1
150 	 sp|P57625|RL9_BUCAI 	 Pfam 	 65
150 	 sp|P57625|RL9_BUCAI 	 NCBIfam 	 1
150 	 sp|P57625|RL9_BUCAI 	 SUPERFAMILY 	 1
150 	 sp|P57625|RL9_BUCAI 	 Gene3D 	 61
150 	 sp|P57625|RL9_BUCAI 	 Hamap 	 1
150 	 sp|P57625|RL9_BUCAI 	 Pfam 	 1
150 	 sp|P57625|RL9_BUCAI 	 SUPERFAMILY 	 65
150 	 sp|P57625|RL9_BUCAI 	 Gene3D 	 1
89 	 sp|P57455|RS15_BUCAI 	 SMART 	 8
89 	 sp|P57455|RS15_BUCAI 	 Pfam 	 9
89 	 sp|P57455|RS15_BUCAI 	 Gene3D 	 1
89 	 sp|P57455|RS15_BUCAI 	 CDD 	 8
89 	 sp|P57455|RS15_BUCAI 	 Gene3D 	 55
89 	 sp|P57455|RS15_BUCAI 	 Hamap 	 3
89 	 sp|P57455|RS15_BUCAI 	 ProSitePatterns 	 39
89 	 sp|P57455|RS15_BUCAI 	 PANTHER 	 7
89 	 sp|P57455|RS15_BUCAI 	 NCBIfam 	 6
89 	 sp|P57455|RS15_BUCAI 	 SUPERFAMILY 	 3
310 	 sp|P57450|PYRB_BUCAI 	 Gene3D 	 135
310 	 sp|P57450|PYRB_BUCAI 	 Pfam 	 155
310 	 sp|P57450|PYRB_BUCAI 	 ProSitePatterns 	 49
310 	 sp|P57450|PYRB_BUCAI 	 PRINTS 	 260
310 	 sp|P57450|PYRB_BUCAI 	 PRINTS 	 270
310 	 sp|P57450|PYRB_BUCAI 	 PRINTS 	 49
310 	 sp|P57450|PYRB_BUCAI 	 PRINTS 	 135
310 	 sp|P57450|PYRB_BUCAI 	 Hamap 	 7
310 	 sp|P57450|PYRB_BUCAI 	 Pfam 	 8
310 	 sp|P57450|PYRB_BUCAI 	 Gene3D 	 10
310 	 sp|P57450|PYRB_BUCAI 	 FunFam 	 137
310 	 sp|P57450|PYRB_BUCAI 	 PRINTS 	 286
310 	 sp|P57450|PYRB_BUCAI 	 PRINTS 	 79
310 	 sp|P57450|PYRB_BUCAI 	 PRINTS 	 226
310 	 sp|P57450|PYRB_BUCAI 	 PRINTS 	 39
310 	 sp|P57450|PYRB_BUCAI 	 PRINTS 	 134
310 	 sp|P57450|PYRB_BUCAI 	 PRINTS 	 264
310 	 sp|P57450|PYRB_BUCAI 	 PANTHER 	 4
310 	 sp|P57450|PYRB_BUCAI 	 FunFam 	 9
310 	 sp|P57450|PYRB_BUCAI 	 NCBIfam 	 8
310 	 sp|P57450|PYRB_BUCAI 	 SUPERFAMILY 	 4
1079 	 sp|P57244|CARB_BUCAI 	 ProSiteProfiles 	 133
1079 	 sp|P57244|CARB_BUCAI 	 FunFam 	 666
1079 	 sp|P57244|CARB_BUCAI 	 Gene3D 	 404
1079 	 sp|P57244|CARB_BUCAI 	 Hamap 	 1
1079 	 sp|P57244|CARB_BUCAI 	 FunFam 	 554
1079 	 sp|P57244|CARB_BUCAI 	 Gene3D 	 937
1079 	 sp|P57244|CARB_BUCAI 	 ProSiteProfiles 	 1
1079 	 sp|P57244|CARB_BUCAI 	 ProSiteProfiles 	 679
1079 	 sp|P57244|CARB_BUCAI 	 SUPERFAMILY 	 938
1079 	 sp|P57244|CARB_BUCAI 	 Gene3D 	 554
1079 	 sp|P57244|CARB_BUCAI 	 FunFam 	 1
1079 	 sp|P57244|CARB_BUCAI 	 ProSitePatterns 	 164
1079 	 sp|P57244|CARB_BUCAI 	 Pfam 	 427
1079 	 sp|P57244|CARB_BUCAI 	 Gene3D 	 119
1079 	 sp|P57244|CARB_BUCAI 	 Gene3D 	 666
1079 	 sp|P57244|CARB_BUCAI 	 SUPERFAMILY 	 1
1079 	 sp|P57244|CARB_BUCAI 	 FunFam 	 119
1079 	 sp|P57244|CARB_BUCAI 	 SUPERFAMILY 	 558
1079 	 sp|P57244|CARB_BUCAI 	 ProSitePatterns 	 297
1079 	 sp|P57244|CARB_BUCAI 	 FunFam 	 405
1079 	 sp|P57244|CARB_BUCAI 	 ProSiteProfiles 	 937
1079 	 sp|P57244|CARB_BUCAI 	 Pfam 	 129
1079 	 sp|P57244|CARB_BUCAI 	 Pfam 	 676
1079 	 sp|P57244|CARB_BUCAI 	 SUPERFAMILY 	 396
1079 	 sp|P57244|CARB_BUCAI 	 NCBIfam 	 2
1079 	 sp|P57244|CARB_BUCAI 	 CDD 	 943
1079 	 sp|P57244|CARB_BUCAI 	 ProSitePatterns 	 710
1079 	 sp|P57244|CARB_BUCAI 	 ProSitePatterns 	 839
1079 	 sp|P57244|CARB_BUCAI 	 Gene3D 	 1
1079 	 sp|P57244|CARB_BUCAI 	 PRINTS 	 239
1079 	 sp|P57244|CARB_BUCAI 	 PRINTS 	 297
1079 	 sp|P57244|CARB_BUCAI 	 PRINTS 	 19
1079 	 sp|P57244|CARB_BUCAI 	 PRINTS 	 204
1079 	 sp|P57244|CARB_BUCAI 	 PRINTS 	 48
1079 	 sp|P57244|CARB_BUCAI 	 PRINTS 	 168
1079 	 sp|P57244|CARB_BUCAI 	 PRINTS 	 380
1079 	 sp|P57244|CARB_BUCAI 	 SMART 	 424
1079 	 sp|P57244|CARB_BUCAI 	 SUPERFAMILY 	 128
1079 	 sp|P57244|CARB_BUCAI 	 PANTHER 	 653
1079 	 sp|P57244|CARB_BUCAI 	 SUPERFAMILY 	 674
1079 	 sp|P57244|CARB_BUCAI 	 SMART 	 956
1079 	 sp|P57244|CARB_BUCAI 	 Pfam 	 957
197 	 sp|P57279|AHPC_BUCAI 	 PIRSF 	 1
197 	 sp|P57279|AHPC_BUCAI 	 PANTHER 	 3
197 	 sp|P57279|AHPC_BUCAI 	 SUPERFAMILY 	 1
197 	 sp|P57279|AHPC_BUCAI 	 FunFam 	 1
197 	 sp|P57279|AHPC_BUCAI 	 Pfam 	 160
197 	 sp|P57279|AHPC_BUCAI 	 Gene3D 	 1
197 	 sp|P57279|AHPC_BUCAI 	 ProSiteProfiles 	 2
197 	 sp|P57279|AHPC_BUCAI 	 CDD 	 4
197 	 sp|P57279|AHPC_BUCAI 	 Pfam 	 4
252 	 sp|P57641|FENR_BUCAI 	 ProSiteProfiles 	 2
252 	 sp|P57641|FENR_BUCAI 	 Gene3D 	 1
252 	 sp|P57641|FENR_BUCAI 	 PANTHER 	 1
252 	 sp|P57641|FENR_BUCAI 	 SUPERFAMILY 	 3
252 	 sp|P57641|FENR_BUCAI 	 Pfam 	 115
252 	 sp|P57641|FENR_BUCAI 	 SUPERFAMILY 	 108
252 	 sp|P57641|FENR_BUCAI 	 CDD 	 9
252 	 sp|P57641|FENR_BUCAI 	 Gene3D 	 101
269 	 sp|P57246|DAPB_BUCAI 	 Gene3D 	 6
269 	 sp|P57246|DAPB_BUCAI 	 Gene3D 	 130
269 	 sp|P57246|DAPB_BUCAI 	 Hamap 	 5
269 	 sp|P57246|DAPB_BUCAI 	 ProSitePatterns 	 153
269 	 sp|P57246|DAPB_BUCAI 	 PANTHER 	 5
269 	 sp|P57246|DAPB_BUCAI 	 SUPERFAMILY 	 130
269 	 sp|P57246|DAPB_BUCAI 	 FunFam 	 130
269 	 sp|P57246|DAPB_BUCAI 	 SUPERFAMILY 	 4
269 	 sp|P57246|DAPB_BUCAI 	 NCBIfam 	 6
269 	 sp|P57246|DAPB_BUCAI 	 Pfam 	 6
269 	 sp|P57246|DAPB_BUCAI 	 PIRSF 	 3
269 	 sp|P57246|DAPB_BUCAI 	 Pfam 	 131
171 	 sp|P57385|FLAV_BUCAI 	 NCBIfam 	 3
171 	 sp|P57385|FLAV_BUCAI 	 Pfam 	 6
171 	 sp|P57385|FLAV_BUCAI 	 SUPERFAMILY 	 2
171 	 sp|P57385|FLAV_BUCAI 	 PIRSF 	 1
171 	 sp|P57385|FLAV_BUCAI 	 Gene3D 	 3
171 	 sp|P57385|FLAV_BUCAI 	 PANTHER 	 1
171 	 sp|P57385|FLAV_BUCAI 	 ProSitePatterns 	 6
171 	 sp|P57385|FLAV_BUCAI 	 ProSiteProfiles 	 4
237 	 sp|P57638|AMIB_BUCAI 	 CDD 	 6
237 	 sp|P57638|AMIB_BUCAI 	 SMART 	 67
237 	 sp|P57638|AMIB_BUCAI 	 Pfam 	 7
237 	 sp|P57638|AMIB_BUCAI 	 SUPERFAMILY 	 5
237 	 sp|P57638|AMIB_BUCAI 	 Gene3D 	 1
237 	 sp|P57638|AMIB_BUCAI 	 Coils 	 147
237 	 sp|P57638|AMIB_BUCAI 	 PANTHER 	 2
89 	 sp|P57251|RS20_BUCAI 	 MobiDBLite 	 1
89 	 sp|P57251|RS20_BUCAI 	 Hamap 	 1
89 	 sp|P57251|RS20_BUCAI 	 Pfam 	 2
89 	 sp|P57251|RS20_BUCAI 	 SUPERFAMILY 	 3
89 	 sp|P57251|RS20_BUCAI 	 PANTHER 	 1
89 	 sp|P57251|RS20_BUCAI 	 FunFam 	 1
89 	 sp|P57251|RS20_BUCAI 	 Gene3D 	 1
89 	 sp|P57251|RS20_BUCAI 	 NCBIfam 	 1
150 	 sp|P57479|AROQ_BUCAI 	 SUPERFAMILY 	 6
150 	 sp|P57479|AROQ_BUCAI 	 Coils 	 35
150 	 sp|P57479|AROQ_BUCAI 	 Hamap 	 1
150 	 sp|P57479|AROQ_BUCAI 	 Pfam 	 6
150 	 sp|P57479|AROQ_BUCAI 	 PANTHER 	 5
150 	 sp|P57479|AROQ_BUCAI 	 PIRSF 	 3
150 	 sp|P57479|AROQ_BUCAI 	 ProSitePatterns 	 10
150 	 sp|P57479|AROQ_BUCAI 	 CDD 	 6
150 	 sp|P57479|AROQ_BUCAI 	 NCBIfam 	 7
150 	 sp|P57479|AROQ_BUCAI 	 Gene3D 	 1
127 	 sp|P57152|SECE_BUCAI 	 PRINTS 	 65
127 	 sp|P57152|SECE_BUCAI 	 PRINTS 	 109
127 	 sp|P57152|SECE_BUCAI 	 PRINTS 	 44
127 	 sp|P57152|SECE_BUCAI 	 PRINTS 	 89
127 	 sp|P57152|SECE_BUCAI 	 Hamap 	 67
127 	 sp|P57152|SECE_BUCAI 	 Gene3D 	 66
127 	 sp|P57152|SECE_BUCAI 	 PANTHER 	 52
127 	 sp|P57152|SECE_BUCAI 	 NCBIfam 	 70
127 	 sp|P57152|SECE_BUCAI 	 Pfam 	 71
142 	 sp|P57150|RL11_BUCAI 	 ProSitePatterns 	 127
142 	 sp|P57150|RL11_BUCAI 	 FunFam 	 71
142 	 sp|P57150|RL11_BUCAI 	 SMART 	 9
142 	 sp|P57150|RL11_BUCAI 	 Pfam 	 9
142 	 sp|P57150|RL11_BUCAI 	 CDD 	 9
142 	 sp|P57150|RL11_BUCAI 	 Pfam 	 72
142 	 sp|P57150|RL11_BUCAI 	 SUPERFAMILY 	 3
142 	 sp|P57150|RL11_BUCAI 	 Hamap 	 5
142 	 sp|P57150|RL11_BUCAI 	 FunFam 	 2
142 	 sp|P57150|RL11_BUCAI 	 NCBIfam 	 3
142 	 sp|P57150|RL11_BUCAI 	 SUPERFAMILY 	 68
142 	 sp|P57150|RL11_BUCAI 	 PANTHER 	 5
142 	 sp|P57150|RL11_BUCAI 	 Gene3D 	 2
142 	 sp|P57150|RL11_BUCAI 	 Gene3D 	 70
115 	 sp|P57130|RNPA_BUCAI 	 Pfam 	 6
115 	 sp|P57130|RNPA_BUCAI 	 SUPERFAMILY 	 4
115 	 sp|P57130|RNPA_BUCAI 	 NCBIfam 	 7
115 	 sp|P57130|RNPA_BUCAI 	 ProSitePatterns 	 57
115 	 sp|P57130|RNPA_BUCAI 	 Gene3D 	 2
115 	 sp|P57130|RNPA_BUCAI 	 Hamap 	 6
115 	 sp|P57130|RNPA_BUCAI 	 PANTHER 	 4
269 	 sp|P57270|Y173_BUCAI 	 Pfam 	 33
269 	 sp|P57270|Y173_BUCAI 	 SUPERFAMILY 	 190
269 	 sp|P57270|Y173_BUCAI 	 Pfam 	 187
269 	 sp|P57270|Y173_BUCAI 	 PANTHER 	 7
83 	 sp|P57410|MINE_BUCAI 	 NCBIfam 	 1
83 	 sp|P57410|MINE_BUCAI 	 SUPERFAMILY 	 33
83 	 sp|P57410|MINE_BUCAI 	 Pfam 	 14
83 	 sp|P57410|MINE_BUCAI 	 Hamap 	 3
83 	 sp|P57410|MINE_BUCAI 	 Gene3D 	 1
83 	 sp|P57410|MINE_BUCAI 	 FunFam 	 1
483 	 sp|P57478|TLDD_BUCAI 	 Pfam 	 125
483 	 sp|P57478|TLDD_BUCAI 	 PANTHER 	 16
483 	 sp|P57478|TLDD_BUCAI 	 Pfam 	 247
483 	 sp|P57478|TLDD_BUCAI 	 SUPERFAMILY 	 23
483 	 sp|P57478|TLDD_BUCAI 	 PIRSF 	 14
483 	 sp|P57478|TLDD_BUCAI 	 Gene3D 	 22
483 	 sp|P57478|TLDD_BUCAI 	 Pfam 	 37
265 	 sp|P57304|SPED_BUCAI 	 PANTHER 	 5
265 	 sp|P57304|SPED_BUCAI 	 NCBIfam 	 6
265 	 sp|P57304|SPED_BUCAI 	 Coils 	 235
265 	 sp|P57304|SPED_BUCAI 	 Gene3D 	 42
265 	 sp|P57304|SPED_BUCAI 	 Pfam 	 49
265 	 sp|P57304|SPED_BUCAI 	 SUPERFAMILY 	 47
265 	 sp|P57304|SPED_BUCAI 	 PIRSF 	 1
265 	 sp|P57304|SPED_BUCAI 	 Hamap 	 1
365 	 sp|P57511|RF2_BUCAI 	 Gene3D 	 130
365 	 sp|P57511|RF2_BUCAI 	 Pfam 	 31
365 	 sp|P57511|RF2_BUCAI 	 PANTHER 	 9
365 	 sp|P57511|RF2_BUCAI 	 Gene3D 	 1
365 	 sp|P57511|RF2_BUCAI 	 Hamap 	 3
365 	 sp|P57511|RF2_BUCAI 	 Coils 	 274
365 	 sp|P57511|RF2_BUCAI 	 FunFam 	 226
365 	 sp|P57511|RF2_BUCAI 	 SUPERFAMILY 	 7
365 	 sp|P57511|RF2_BUCAI 	 Coils 	 4
365 	 sp|P57511|RF2_BUCAI 	 ProSitePatterns 	 245
365 	 sp|P57511|RF2_BUCAI 	 SMART 	 85
365 	 sp|P57511|RF2_BUCAI 	 NCBIfam 	 12
365 	 sp|P57511|RF2_BUCAI 	 Gene3D 	 226
365 	 sp|P57511|RF2_BUCAI 	 Pfam 	 228
126 	 sp|P57344|ACPS_BUCAI 	 Pfam 	 5
126 	 sp|P57344|ACPS_BUCAI 	 NCBIfam 	 3
126 	 sp|P57344|ACPS_BUCAI 	 SUPERFAMILY 	 3
126 	 sp|P57344|ACPS_BUCAI 	 FunFam 	 1
126 	 sp|P57344|ACPS_BUCAI 	 NCBIfam 	 3
126 	 sp|P57344|ACPS_BUCAI 	 Hamap 	 4
126 	 sp|P57344|ACPS_BUCAI 	 Gene3D 	 1
549 	 sp|P57636|G6PI_BUCAI 	 FunFam 	 98
549 	 sp|P57636|G6PI_BUCAI 	 PANTHER 	 4
549 	 sp|P57636|G6PI_BUCAI 	 Pfam 	 52
549 	 sp|P57636|G6PI_BUCAI 	 CDD 	 121
549 	 sp|P57636|G6PI_BUCAI 	 Gene3D 	 98
549 	 sp|P57636|G6PI_BUCAI 	 PRINTS 	 483
549 	 sp|P57636|G6PI_BUCAI 	 PRINTS 	 465
549 	 sp|P57636|G6PI_BUCAI 	 PRINTS 	 150
549 	 sp|P57636|G6PI_BUCAI 	 PRINTS 	 261
549 	 sp|P57636|G6PI_BUCAI 	 PRINTS 	 497
549 	 sp|P57636|G6PI_BUCAI 	 PRINTS 	 338
549 	 sp|P57636|G6PI_BUCAI 	 ProSiteProfiles 	 9
549 	 sp|P57636|G6PI_BUCAI 	 Hamap 	 46
549 	 sp|P57636|G6PI_BUCAI 	 ProSitePatterns 	 497
549 	 sp|P57636|G6PI_BUCAI 	 Gene3D 	 507
549 	 sp|P57636|G6PI_BUCAI 	 CDD 	 331
549 	 sp|P57636|G6PI_BUCAI 	 Gene3D 	 11
549 	 sp|P57636|G6PI_BUCAI 	 SUPERFAMILY 	 5
549 	 sp|P57636|G6PI_BUCAI 	 ProSitePatterns 	 265
337 	 sp|P57443|PYRD_BUCAI 	 ProSitePatterns 	 81
337 	 sp|P57443|PYRD_BUCAI 	 PIRSF 	 18
337 	 sp|P57443|PYRD_BUCAI 	 PANTHER 	 10
337 	 sp|P57443|PYRD_BUCAI 	 NCBIfam 	 3
337 	 sp|P57443|PYRD_BUCAI 	 Gene3D 	 1
337 	 sp|P57443|PYRD_BUCAI 	 Hamap 	 2
337 	 sp|P57443|PYRD_BUCAI 	 SUPERFAMILY 	 1
337 	 sp|P57443|PYRD_BUCAI 	 FunFam 	 1
337 	 sp|P57443|PYRD_BUCAI 	 Pfam 	 47
337 	 sp|P57443|PYRD_BUCAI 	 CDD 	 7
337 	 sp|P57443|PYRD_BUCAI 	 ProSitePatterns 	 293
624 	 sp|P57555|HTPG_BUCAI 	 Coils 	 409
624 	 sp|P57555|HTPG_BUCAI 	 Pfam 	 218
624 	 sp|P57555|HTPG_BUCAI 	 Gene3D 	 2
624 	 sp|P57555|HTPG_BUCAI 	 SUPERFAMILY 	 7
624 	 sp|P57555|HTPG_BUCAI 	 ProSitePatterns 	 27
624 	 sp|P57555|HTPG_BUCAI 	 Gene3D 	 397
624 	 sp|P57555|HTPG_BUCAI 	 CDD 	 16
